Number,Gender,Title,First Name,Initial,Last Name,Address 1,Address 2,City,PROV,Postal Code,Email Address,Telephone Number,DOB,SIN,Expiry, Balance 
203888,male,Mr.,Brendan,J,Smyth,1182 James Street,,Burford,ON,N0E 1A0,brendanjsmyth@hotmail.com,519-449-3714,2/21/1948,573839156,27-Jul,"$8,635 "
203891,female,Mrs.,Josephine,L,Carter,3105 Garafraxa St,,Thornbury,ON,N0H 2P0,josephinelcarter@live.com,519-599-0037,1/9/1983,574055356,26-Nov,"$18,700 "
203894,female,Ms.,Ann,M,Young,758 MacLaren Street,,Ottawa,ON,K1P 5M7,annmyoung@gmail.com,613-227-2043,8/7/1956,574093670,26-May,"$140,880 "
203909,female,Ms.,Rosalind,M,Cleek,4966 rue Principale,,Rouyn,QC,J9X 4M6,rosalindmcleek@philgadd.com,819-797-3106,11/11/1993,259770139,26-Dec,"$332,040 "
203911,female,Mrs.,Janet,G,Ward,1976 Blanshard,,Victoria,BC,V8W 2H9,janetgward@outlook.com,250-356-0812,7/18/1949,768035503,27-Jan,"$130,200 "
203914,female,Mrs.,Ingrid,J,Douglas,821 Quayside Dr,,New Westminster,BC,V3M 6A1,ingridjdouglas@gmail.com,604-616-7180,2/16/1940,768185340,25-May,"$136,500 "
203915,male,Mr.,Steven,R,Bumgardner,382 Port Washington Road,,Didsbury,AB,T0M 0W0,stevenrbumgardner@gmail.com,403-335-3555,10/26/1955,688714864,23-Feb,"$11,580 "
203918,male,Mr.,Bryan,D,Sanderson,1970 Paris St,,Sudbury,ON,P3E 5B2,bryandsanderson@yahoo.ca,705-522-5875,8/16/1947,574395117,27-Jul,"$16,140 "
203920,female,Ms.,Erin,A,Andrews,1681 Adelaide St,,Toronto,ON,M5H 1P6,erinaandrews@shaw.ca,416-866-7470,6/20/1956,574457222,25-Oct,"$12,675 "
203922,male,Mr.,Thomas,M,Pettit,2487 Beaver Creek,,Thornhill,ON,L4J 1W2,thomasmpettit@gmail.com,905-731-6196,8/23/1946,574563797,25-Feb,"$741,260 "
203924,female,Dr.,Susan,M,Nielsen,4834 Davis Drive,Apt 1603,Newmarket,ON,L3Y 7B4,susanmnielsen@live.com,905-251-0183,6/7/1948,575790084,24-Oct,"$25,590 "
203926,male,Mr.,Rodney,D,White,1502 Nelson Street,,Schreiber,ON,P0T 2S0,rodneydwhite@gmail.com,807-824-4241,5/29/1961,576052724,25-Mar,"$2,670 "
203929,male,Mr.,Elmer,K,Smith,4117 90th Avenue,,East Coulee,AB,T0J 1B0,elmerksmith@ddwr.ca,403-822-9884,2/14/1945,689440824,24-Dec,"$130,200 "
203932,male,Mr.,Noah,K,Morningstar,884 Port Washington Road,,High River,AB,T0L 1B0,noahkmorningstar@gmail.com,403-601-0847,7/1/1993,689866069,23-Nov,"$11,750 "
203935,male,Mr.,Jose,J,Clinger,3502 Blanshard,Apt 807,Victoria,BC,V8W 2H9,josejclinger@live.ca,250-360-7549,5/19/1958,768275539,23-Sep,"$521,820 "
203940,female,Ms.,Kay,D,Dodd,2739 Bridgeport Rd,,Orangeville,ON,L9W 2C8,kayddodd@gmail.com,519-288-1160,12/30/1995,576351860,27-Feb,"$559,260 "
203942,male,Mr.,Joseph,T,Rosa,2286 Richford Road,,Lacolle,QC,J0J 1J0,josephtrosa@gmail.com,450-246-8767,6/16/2001,259837706,27-Jul,"$2,742 "
203945,female,Dr.,Joanne,M,Depalma,1294 Eglinton Avenue,,Toronto,ON,M4P 1A6,joannemdepalma@gmail.com,647-588-1756,2/27/1985,576550388,26-Jun,"$2,930 "
203946,male,Mr.,James,M,Ortiz,2675 Eglinton Avenue,,Toronto,ON,M4P 1A6,jamesmortiz@telus.net,647-407-2748,5/14/1997,576814982,26-Jun,"$1,500 "
203949,female,Ms.,Terri,R,Wilson,440 Robson St,,Vancouver,BC,V6B 3K9,terrirwilson@gmail.com,604-686-8419,8/27/1977,769044926,23-Sep,"$28,260 "
203951,male,Mr.,Omar,F,Mathieu,3991 Papineau Avenue,,Montreal,QC,H2K 4J5,omarfmathieu@gmail.com,514-889-7237,8/17/1940,260207816,26-Jan,"$79,560 "
203953,female,Mrs.,Barbara,J,Swofford,1625 De la Providence Avenue,,Hull,QC,J8Y 3Y5,barbarajswofford@gmail.com,819-962-9046,3/14/1996,260287099,24-May,"$643,500 "
203955,male,Mr.,Edward,C,Ward,2379 De la Providence Avenue,,Gatineau,QC,J8P 8A5,edwardcward@gmail.com,819-439-1712,7/17/1943,260381132,25-Jun,"$292,560 "
203957,female,Ms.,Martha,P,Thomas,2679 Mill Street,,Seaforth,ON,N0K 1W0,marthapthomas@gmail.com,519-527-8313,8/24/1961,577465495,26-Dec,"$2,742 "
203960,female,Mrs.,Gladys,A,Carter,2514 7th Ave,,Calgary,AB,T2P 0W4,gladysacarter@gmail.com,403-267-5224,8/20/1988,690649579,23-Jan,"$8,655 "
203963,female,Mrs.,Shawn,R,Gunn,1799 Parkdale Avenue,,Hamilton,ON,L8K 1A4,shawnrgunn@gmail.com,905-545-9572,1/9/1945,577478480,24-Mar,"$4,920 "
203966,male,Mr.,Julius,R,Taylor,2521 Water Street,,Kitchener,ON,N2H 5A5,juliusrtaylor@gmail.com,519-897-4499,8/23/2001,577756612,25-Mar,"$2,670 "
203980,male,Mr.,Alvin,K,Harris,2160 Shaughnessy St,,Port Coquitlam,BC,V3C 4S7,alvinkharris@live.ca,604-941-0806,8/7/1963,769050642,24-May,"$11,750 "
203982,male,Mr.,Louis,H,Delee,3503 University Avenue,,Toronto,ON,M5J 1T1,louishdelee@gmail.com,647-288-7372,2/27/1943,578225278,26-Mar,"$354,480 "
203985,male,Mr.,Eugene,R,Rubin,4956 Halsey Avenue,Unit 18,Toronto,ON,M3B 2W6,eugenerrubin@gmail.com,416-384-7956,2/1/2003,578261869,26-May,"$66,240 "
203986,male,Mr.,Jason,S,Lampkin,2824 Front Street,,Toronto,ON,M5J 2N1,jasonslampkin@hotmail.ca,416-917-7983,7/17/1940,578784811,26-May,"$2,930 "
203989,male,Dr.,Paul,P,Nunez,3593 Maria St,,Burlington,ON,L7R 2G6,paulpnunez@gmail.com,905-681-5299,3/10/1947,578880825,24-Feb,"$618,750 "
203991,male,Mr.,Ray,C,Pond,2599 rue Ellice,,Valleyfield,QC,J6T 4R2,raycpond@gmail.com,450-802-7116,10/4/1941,260439757,23-Oct,"$136,500 "
203993,male,Mr.,Glen,C,Parr,310 Scotts Lane,,Gabriola Island,BC,V0R 1X0,glencparr@hotmail.com,250-247-2441,7/12/1976,769063884,27-Nov,"$6,840 "
203995,female,Ms.,Nancy,T,Morris,2957 Papineau Avenue,,Montreal,QC,H2K 4J5,nancytmorris@gmail.com,514-294-2688,6/11/1980,260890934,23-May,"$3,615 "
203997,male,Mr.,Kenneth,R,Huggins,2029 Reserve St,,Keene,ON,K0L 2G0,kennethrhuggins@gmail.com,705-295-5820,4/22/1945,579336280,26-May,"$5,418 "
204000,female,Ms.,Alisha,J,Kelley,798 Bay Street,,Toronto,ON,M5J 2R8,alishajkelley@gmail.com,647-829-1323,3/21/1975,579374596,25-Apr,"$1,159,200 "
204003,male,Mr.,Kevin,H,Moore,3136 Pitfield Blvd,Ste 2B,Dorval,QC,H9S 3J7,kevinhmoore@gmail.com,514-403-6947,6/15/1983,260985742,23-Mar,"$1,038,083 "
204006,male,Mr.,Michael,P,Roberts,4887 Shaughnessy St,,Port Coquitlam,BC,V3C 4S7,michaelproberts@gmail.com,604-927-8957,2/3/1952,769419508,26-May,"$1,035,626 "
204025,female,Mrs.,Cora,M,Smith,1816 Ontario St,,St Catharines,ON,L2N 1S8,coramsmith@outlook.com,905-380-4384,12/31/1951,579390006,24-Oct,"$1,017,338 "
204027,female,Mrs.,Easter,A,Dunaway,14 54th Street,,Yellowknife,NT,X1A 2R3,easteradunaway@gmail.com,867-766-6460,3/31/1986,690717772,26-Oct,"$1,017,338 "
204030,female,Ms.,Katie,J,Tansey,1375 Nelson Street,,Schreiber,ON,P0T 2S0,katiejtansey@outlook.com,807-824-0075,4/8/1948,579857855,27-Jul,"$986,811 "
204031,female,Mrs.,Stacy,J,Picard,2522 Bay Street,,Toronto,ON,M5J 2R8,stacyjpicard@gmail.com,647-889-4268,2/24/2000,579881467,25-Sep,"$986,811 "
204034,male,Mr.,Christopher,M,Quick,4366 50th Street,,Vegreville,AB,T9C 1S1,christophermquick@hotmail.com,780-209-6866,3/4/1997,690805932,27-Mar,"$978,236 "
204036,female,Dr.,Christina,J,Brandon,4006 Eglinton Avenue,,Toronto,ON,M4P 1A6,christinajbrandon@icloud.com,416-230-0820,3/24/1989,580361756,27-Feb,"$978,236 "
204038,male,Mr.,Pat,E,Hannah,1302 Brand Road,,Saskatoon,SK,S7K 1W8,patehannah@outlook.com,306-956-6290,2/26/1972,690862776,23-May,"$962,500 "
204040,male,Mr.,Robert,T,Salazar,2640 Robson St,,Vancouver,BC,V6B 3K9,roberttsalazar@gmail.com,604-658-4943,4/15/1956,769444613,26-Nov,"$936,138 "
204042,male,Mr.,Woodrow,J,Armitage,2624 Rose Street,,Regina,SK,S4P 3Y2,woodrowjarmitage@gmail.com,306-566-8367,8/7/1954,690867171,25-Apr,"$922,680 "
204045,male,Mr.,Kenneth,L,Martinez,4167 Russell Avenue,,White Rock,BC,V4B 3E1,kennethlmartinez@gmail.com,604-541-3642,7/13/1947,769530171,23-Sep,"$884,205 "
204048,male,Mr.,Gabriel,P,Snider,2331 Fallon Drive,,Clinton,ON,N0M 1L0,gabrielpsnider@gmail.com,519-482-8273,2/11/1940,581017654,23-Jan,"$862,785 "
204051,female,Ms.,Nicole,M,Glass,584 Scarth Street,,Montreal,QC,S4P 3Y2,nicolemglass@gmail.com,514-369-7449,8/6/1940,261687610,27-Jan,"$848,173 "
204064,female,Mrs.,Kristie,M,Corey,57 Manitoba Street,,Gravenhurst,ON,P1P 1X2,kristiemcorey@hotmail.com,705-687-7141,3/1/1962,581494937,24-Jun,"$840,384 "
204066,male,Mr.,Darryl,L,Tolbert,2042 Brook St,,Newcombville,NS,B4V 2V8,darrylltolbert@gmail.com,902-529-3596,7/9/1975,131054124,24-Jan,"$827,604 "
204069,male,Mr.,Steven,R,Smith,1486 Glover Road,,Coquitlam,BC,V3J 4S1,stevenrsmith@gmail.com,604-931-2855,3/13/1939,769826769,25-Mar,"$808,110 "
204070,male,Dr.,Fernando,C,Lee,3326 Sherbrooke Ouest,,Montreal,QC,H4A 1H3,fernandoclee@hotmail.ca,514-983-7377,6/27/1968,261895288,23-Mar,"$801,444 "
204073,female,Mrs.,Carmen,T,Cannon,2763 Paris St,,Sudbury,ON,P3E 5B2,carmentcannon@gmail.com,705-523-1045,2/6/1981,581861879,24-Apr,"$801,444 "
204075,male,Mr.,Robert,J,Dawson,1610 Gordon Street,,Georgetown,PE,C0A 1L0,robertjdawson@icloud.com,902-652-0773,11/26/1986,135831303,27-Apr,"$769,815 "
204077,male,Mr.,Thomas,Y,Porch,4888 Islington Ave,,Toronto,ON,M8V 3B6,thomasyporch@gmail.com,647-221-7048,2/23/1958,582049912,24-Jun,"$766,413 "
204079,male,Mr.,Virgil,A,Fobbs,1194 Hardy Street,,Kelowna,BC,V1Y 8H2,virgilafobbs@live.ca,250-712-0389,10/6/1999,769991431,24-Mar,"$750,537 "
204081,female,Mrs.,Terri,K,Rowe,1644 Dundas St,,London,ON,N6B 3L5,terrikrowe@live.com,519-615-6223,1/11/1985,582340568,26-Feb,"$746,708 "
204084,female,Ms.,Rebecca,L,Hankinson,4262 Boulevard Ste-Geneviève,,Chicoutimi,QC,G7G 2G6,rebeccalhankinson@gmail.com,418-812-5015,10/21/1998,261991657,24-Jun,"$746,708 "
204087,female,Mrs.,Vickie,T,Webb,4367 Reserve St,,Eganville,ON,K0J 1T0,vickietwebb@hotmail.com,613-628-3514,1/4/1952,582760583,25-Nov,"$741,906 "
204090,female,Dr.,Catherine,M,Klaus,4610 Smith Avenue,,Hamilton,ON,L9H 1E6,catherinemklaus@gmail.com,905-541-3902,7/22/1995,582835831,24-Aug,"$731,472 "
204115,female,Ms.,Lakesha,E,Hickman,751 Balmy Beach Road,,Owen Sound,ON,N4K 2N7,lakeshaehickman@edgeofwonder.com,519-374-7954,9/9/1999,583283270,27-Mar,"$731,472 "
204117,female,Mrs.,Lavonia,J,Myers,3700 Woodvale Drive,,Brownsville,ON,N0L 1C0,lavoniajmyers@gmail.com,519-877-3998,8/6/1984,584016539,26-Jun,"$728,595 "
204120,male,Mr.,Jacob,M,McKee,401 Mill Street,,Seaforth,ON,N0K 1W0,jacobmmckee@gmail.com,519-527-4377,9/14/1937,584267595,27-Sep,"$725,907 "
204121,male,Mr.,Daniel,L,Smith,1379 Toy Avenue,,Ajax Pickering,ON,L1W 3N9,daniellsmith@gmail.com,905-391-6874,6/12/1954,584366215,23-Aug,"$708,440 "
204124,male,Mr.,Richard,E,Kaufman,1867 Tchesinkut Lake Rd,,Aiyansh,BC,V0J 3T0,richardekaufman@hotmail.com,250-633-3815,5/7/1996,770176949,25-Feb,"$705,600 "
204126,male,Mr.,Thomas,P,Jordon,1808 Robson St,,Vancouver,BC,V6B 3K9,thomaspjordon@gmail.com,604-650-1071,8/6/1973,770211373,23-Mar,"$700,245 "
204128,male,Mr.,Christopher,M,Evans,365 boulevard des Laurentides,,Trois Rivieres,QC,G9A 1V7,christophermevans@gmail.com,819-698-6285,11/17/1956,262305352,24-Sep,"$691,012 "
204130,female,Mrs.,Cheryl,S,Rivas,2035 Pine Street,,Alix,AB,T0C 0B0,cherylsrivas@yahoo.ca,403-747-6839,3/10/1939,690958087,27-Jan,"$686,952 "
204132,female,Ms.,Sharon,R,Lewis,347 Port Washington Road,,Leslieville,AB,T0M 1H0,sharonrlewis@hotmail.com,403-729-7957,2/3/1968,691405419,23-Aug,"$683,397 "
204135,male,Mr.,Marcos,S,Edwards,222 Bellwood Acres Rd,,Huntsville,ON,P0A 1K0,marcossedwards@gmail.com,705-789-2125,9/29/1941,584922496,24-Oct,"$683,004 "
204138,female,Ms.,Carol,P,Clarke,481 rue St-Paul,,Sorel,QC,J3P 6S2,carolpclarke@yahoo.ca,450-517-5522,10/8/1963,262777501,26-Mar,"$683,004 "
204141,female,Ms.,Cathleen,A,West,291 Merivale Road,,Kanata,ON,K2K 1L9,cathleenawest@gmail.com,613-280-7396,1/10/2000,584936629,23-Jun,"$679,905 "
204155,male,Mr.,Thomas,E,Taggart,2423 Yonge Street,,Toronto,ON,M4W 1J7,thomasetaggart@gmail.com,416-413-0951,1/24/2000,585320963,25-Dec,"$678,960 "
204157,male,Mr.,Jeffrey,W,Crespo,1266 James Street,,Westbank,BC,V5C 1J9,jeffreywcrespo@gmail.com,250-707-0726,6/8/1961,771009685,24-Jan,"$678,960 "
204160,male,Mr.,Herman,D,Layden,2202 rue Saint-Charles,,Longueuil,QC,J4H 1M3,hermandlayden@live.com,450-670-7109,4/28/1964,262977507,24-Dec,"$670,478 "
204161,female,Ms.,Cynthia,J,Love,4481 Kennedy Rd,,Cobourg,ON,K9A 1J1,cynthiajlove@outlook.com,905-372-1399,12/19/1958,585491608,23-Sep,"$665,420 "
204164,female,Mrs.,Evelyn,J,Hammond,556 Victoria Park Ave,,Toronto,ON,M4A 2M5,evelynjhammond@gmail.com,416-759-9363,11/5/1948,585754591,27-Mar,"$659,614 "
204166,female,Ms.,Olga,G,Maxey,2981 102nd Avenue,,Dawson Creek,BC,V1G 2C4,olgagmaxey@gmail.com,250-719-1564,4/2/1985,771280203,25-Apr,"$656,370 "
204168,female,Ms.,Vera,M,Johnson,3945 Bayfield St,,Markham,ON,L4K 3S3,veramjohnson@gmail.com,905-284-3517,2/3/1984,587082827,26-Feb,"$655,578 "
204170,female,Ms.,Viola,D,Perry,1944 Sherbrooke Ouest,,Montreal,QC,H4A 1H3,violadperry@gmail.com,514-826-8010,6/12/1965,263431967,24-Jul,"$655,552 "
204172,female,Ms.,Imelda,E,Miller,1298 De L'Acadie Boul,,Montreal,QC,H4N 3C5,imeldaemiller@gmail.com,514-951-0537,12/24/1970,263659948,27-May,"$654,288 "
204175,male,Mr.,Adam,J,Braun,4984 Alaska Hwy,,Fort Nelson,BC,V0C 1C0,adamjbraun@gmail.com,250-774-2982,8/20/1984,771899366,26-May,"$645,300 "
204178,female,Ms.,Elva,S,Holmes,2268 40th Street,,Calgary,AB,T2E 7T6,elvasholmes@hotmail.ca,403-250-0090,4/10/1951,691497176,25-Apr,"$640,752 "
204181,male,Mr.,John,M,Elkins,597 Reserve St,,Selby,ON,K0K 2Z0,johnmelkins@yahoo.ca,613-388-9794,6/13/1986,587186941,25-Aug,"$639,923 "
204184,male,Mr.,Jeff,I,Greenwood,2357 James Street,,Burnaby,BC,V5G 1J9,jeffigreenwood@gmail.com,604-250-3051,7/21/1955,772386025,25-Mar,"$634,680 "
204186,male,Mr.,Roger,C,Patterson,2526 Craven Place,,Medicine Hat,AB,T1A 0N1,rogercpatterson@hotmail.com,403-580-1774,9/7/1983,691700637,24-Jan,"$631,125 "
204189,male,Mr.,Clay,R,Hopper,163 Walsh Street,,Thunder Bay,ON,P7E 1J5,clayrhopper@gmail.com,807-622-6762,9/9/1993,692021876,25-Dec,"$626,640 "
204190,male,Mr.,James,T,Cox,1162 Yonge Street,,Toronto,ON,M4W 1J7,jamestcox@gmail.com,416-323-7859,9/20/1992,587270620,25-Jan,"$619,380 "
204193,male,Mr.,Matthew,A,Grear,1814 Boulevard Cremazie,,Quebec,QC,G1R 1B8,matthewagrear@gmail.com,418-691-6193,7/19/1946,263872004,27-Sep,"$619,380 "
204195,male,Mr.,Mark,A,Davis,1400 Elgin Street,,Lansdowne,ON,K0E 1L0,markadavis@gmail.com,613-659-7781,7/9/1992,587331976,27-Jun,"$610,082 "
204197,male,Mr.,William,E,Fedler,216 Kinchant St,,Haney,BC,V2V 4H9,williamefedler@hotmail.com,604-466-3654,4/27/1970,772460739,26-Oct,"$608,499 "
204199,male,Dr.,Sebastian,R,Bomar,639 Wyecroft Road,Unit 203,Burlington,ON,L7P 2S9,sebastianrbomar@gmail.com,905-315-0668,2/11/1997,587784117,26-Oct,"$608,499 "
204202,female,Ms.,Marilyn,I,Quint,3897 Galts Ave,,Red Deer,AB,T4N 5H6,marilyniquint@yahoo.ca,403-392-0953,6/10/1993,692040710,26-Mar,"$603,750 "
204205,male,Mr.,Eduardo,S,Risner,762 40th Street,,Edmonton,AB,T2P 3Z3,eduardosrisner@outlook.com,780-481-0306,4/10/1944,692091689,27-May,"$600,300 "
204208,male,Mr.,Fred,A,Reiter,2713 Tycos Dr,,Toronto,ON,M5T 1T4,fredareiter@gmail.com,416-977-4356,8/26/1996,588398826,26-Jan,"$597,408 "
204211,female,Ms.,Mildred,D,Stokley,4224 Higginsville Road,,Brookfield,NS,B0N 1M0,mildreddstokley@gmail.com,902-650-3596,12/26/1953,135930295,25-Jun,"$597,083 "
204212,female,Ms.,Jennifer,R,Miller,2141 St. John Street,,Denzil,SK,S4P 3Y2,jenniferrmiller@gmail.com,306-358-2423,11/23/1938,692329774,26-Jun,"$589,050 "
204213,male,Mr.,Reginald,L,Matthews,4770 Leslie Street,,Newmarket,ON,L3Y 2A3,reginaldlmatthews@yahoo.ca,905-898-2177,6/19/1976,589309020,27-Aug,"$588,984 "
204216,female,Mrs.,Sylvia,N,Hough,436 Robson St,,Vancouver,BC,V6B 3K9,sylvianhough@hotmail.com,604-812-0880,6/25/1946,772507067,25-Oct,"$582,048 "
204218,male,Mr.,Jeremy,W,Anderson,3146 Hyde Park Road,,London,ON,N6H 3S2,jeremywanderson@yahoo.ca,519-472-1590,8/31/1973,589577295,23-Feb,"$582,048 "
204220,female,Mrs.,Virginia,R,Daniels,2652 49th Avenue,,Wekweti,NT,X0E 1W0,virginiardaniels@outlook.com,867-713-1060,6/12/1942,693056087,26-Aug,"$578,522 "
204222,female,Mrs.,Amy,A,Allen,1229 Merton Street,,Toronto,ON,M1L 3K7,amyaallen@yahoo.com,416-436-1673,5/15/1977,590394722,26-Sep,"$573,206 "
204224,female,Mrs.,Heather,L,Matheny,4753 Albert Street,,Stratford,ON,N5A 3K5,heatherlmatheny@gmail.com,519-271-9664,9/23/1957,590533410,27-Jan,"$567,600 "
204227,female,Ms.,Beverly,J,Hall,275 Gateway Blvd,,Edmonton,AB,T6H 1J5,beverlyjhall@gmail.com,780-431-0179,1/22/1992,694148834,26-Apr,"$563,304 "
204230,female,Mrs.,Brittanie,H,Pearson,103 Manitoba Street,,North Bay,ON,P1B 2Y8,brittaniehpearson@gmail.com,705-223-2970,5/6/1968,590585469,27-May,"$563,304 "
204233,male,Mr.,Micheal,J,Johnson,2247 Dufferin Street,,Toronto,ON,M6H 4B6,michealjjohnson@hotmail.com,416-538-5388,3/13/1991,590656823,24-Sep,"$557,459 "
204236,male,Mr.,Robert,C,Clyburn,730 Sable Street,Apartment 302,Spanish,ON,P0P 2A0,robertcclyburn@gmail.com,705-844-4552,5/3/1954,590783304,25-Aug,"$552,391 "
204238,female,Ms.,Cynthia,G,Register,2379 rue Garneau,,Quebec,QC,G1V 3V5,cynthiagregister@gmail.com,418-580-5711,11/30/1947,264035676,27-Feb,"$545,334 "
204241,female,Mrs.,Ruth,C,Summers,1476 5th Avenue,,Worsley,AB,T0H 3W0,ruthcsummers@gmail.com,780-685-4535,11/17/1955,694228248,23-Sep,"$545,055 "
204242,female,Mrs.,Freda,T,Simon,1346 Wellington Ave,Unit C6,Chilliwack,BC,V2P 2M1,fredatsimon@gmail.com,604-997-2222,10/11/1968,773096029,23-Dec,"$535,392 "
204245,female,Ms.,Catherine,B,Weight,2394 St Jean Baptiste St,,St Zacharie,QC,G0M 2C0,catherinebweight@hotmail.com,418-593-3792,7/15/1936,264203373,27-Jan,"$534,450 "
204247,male,Mr.,William,C,Brown,4165 St Marys Rd,,Winnipeg,MB,R2X 2Y7,williamcbrown@gmail.com,204-399-0217,11/18/1964,694581943,24-Jun,"$530,621 "
204249,male,Mr.,Lino,N,Do,2283 Exmouth Street,,Sarnia,ON,N7T 4C8,linondo@gmail.com,519-464-2525,12/21/1969,591238605,25-Jan,"$529,550 "
204251,male,Mr.,Kurt,S,Cantero,603 Queens Sq,,Hespeler,ON,N3C 1H3,kurtscantero@gmail.com,519-223-4787,1/4/1970,591499777,27-Sep,"$529,550 "
204253,male,Mr.,Bradley,D,Myers,537 Speers Road,,Brampton,ON,L6T 3W9,bradleydmyers@gmail.com,905-799-5914,5/2/1937,591676952,26-Dec,"$527,438 "
204256,female,Mrs.,Tonya,R,Daniels,3797 90th Avenue,,Bassano,AB,T0J 0B0,tonyardaniels@pm.me,403-641-5082,4/11/1958,694710641,24-Apr,"$514,524 "
204259,female,Mrs.,Mary,E,Ryan,3404 Blanshard,,Victoria,BC,V8W 2H9,maryeryan@gmail.com,250-386-1443,7/12/1967,773476429,27-Sep,"$509,691 "
204261,female,Ms.,Judy,R,Beerman,3991 Eglinton Avenue,,Toronto,ON,M4P 1A6,judyrbeerman@shaw.ca,416-486-1707,6/11/1954,591950738,26-Jul,"$508,032 "
204263,male,Mr.,Robert,D,Gonzales,3918 Eglinton Avenue,"West Tower, Apt 1512",Toronto,ON,M4P 1A6,robertdgonzales@gmail.com,416-902-1393,4/13/1948,592066963,27-Jun,"$492,184 "
204266,female,Ms.,Robbin,D,Brunk,1025 MacLaren Street,,Ottawa,ON,K1P 5M7,robbindbrunk@hotmail.com,613-844-9702,11/24/1995,592538243,23-Oct,"$492,184 "
204267,male,Mr.,Frank,L,Strong,3728 Duke Street,,Montreal,QC,H3C 5K4,franklstrong@gmail.com,514-232-7671,4/1/2002,264733536,27-Aug,"$490,952 "
204270,male,Mr.,Jesse,E,Burden,3176 Bloor Street,,Bashaw,AB,T0B 0H0,jesseeburden@gmail.com,780-372-7930,2/15/1974,694938135,24-Aug,"$484,061 "
204272,female,Ms.,Shirley,S,Snyder,4672 Bloor Street,,Ardrossan,AB,T0B 0E0,shirleyssnyder@gmail.com,780-922-7046,6/6/1988,695444109,24-Jul,"$484,061 "
204274,male,Mr.,Paul,M,Hubert,3451 Queens Sq,Apt 807,Hespeler,ON,N3C 1H3,paulmhubert@outlook.com,519-222-9019,4/4/1969,593473333,24-Feb,"$480,340 "
204276,male,Mr.,Peter,A,Hanes,3695 chemin du Lac,,Boucherville,QC,J4B 5B1,peterahanes@gmail.com,450-641-2006,10/12/1956,264854050,23-Dec,"$474,858 "
204278,male,Mr.,Hilario,C,Cardoza,1966 Adelaide St,,Toronto,ON,M5H 1P6,hilarioccardoza@gmail.com,416-703-7494,12/30/1968,593762164,26-Feb,"$468,072 "
204281,male,Mr.,James,K,Juarez,373 Albert Street,,Herschel,SK,S4P 3Y2,jameskjuarez@gmail.com,306-377-4886,1/22/1949,695455931,24-May,"$462,861 "
204282,female,Mrs.,Olga,T,Parris,3246 Baker Street,,Cobourg,ON,N0N 0N0,olgatparris@sympatico.ca,905-396-1370,8/27/1953,593862907,27-Nov,"$460,346 "
204285,female,Mrs.,Elaine,A,Lane,4933 Derry Rd,,Malton,ON,L4T 1A8,elainealane@hotmail.com,416-896-4066,5/10/1993,594178956,27-Oct,"$457,995 "
204287,male,Mr.,Robert,N,Huff,3026 Jasper Avenue,,Edmonton,AB,T5J 3N2,robertnhuff@gmail.com,780-232-1879,6/18/1969,695544528,27-Jun,"$448,875 "
204289,male,Mr.,Paul,R,Evans,4961 rue des Églises Est,,Fabre,QC,J0Z 1Z0,paulrevans@gmail.com,819-634-0671,3/10/1955,265242602,25-Sep,"$438,564 "
204291,female,Ms.,Betty,H,Pernell,1030 Tchesinkut Lake Rd,,Grassy Plains,BC,V0J 1E0,bettyhpernell@shibleyrighton.com,250-694-9920,4/11/1960,774865489,24-Feb,"$438,564 "
204293,female,Ms.,Susan,D,Taylor,2096 Parkdale Ave,apt 2909,Brockville,ON,K6V 4X4,susandtaylor@gmail.com,613-802-9471,11/15/1965,594512162,23-May,"$431,112 "
204296,female,Mrs.,Jennifer,W,Campbell,4358 Royal Avenue,,New Westminster,BC,V3L 5H1,jenniferwcampbell@gmail.com,778-885-5598,12/23/1995,775025885,26-Nov,"$430,706 "
204297,male,Mr.,Joseph,L,Martin,3894 McGill Road,,Kamloops,BC,V2C 5R8,josephlmartin@outlook.com,250-320-8544,10/5/1967,775086796,27-May,"$430,453 "
204299,female,Ms.,Patty,J,Ingram,4227 Montreal Road,,Ottawa,ON,K1L 6C7,pattyjingram@gmail.com,613-740-8164,11/21/1959,594762320,24-Oct,"$429,660 "
204302,female,Ms.,Dana,J,Fillmore,4329 Goyeau Ave,,Windsor,ON,N9A 1H9,danajfillmore@gmail.com,519-563-3401,5/1/1987,595174210,24-Jul,"$419,265 "
204303,female,Mrs.,Mona,C,Valencia,4458 Nelson Street,,Schreiber,ON,P0T 2S0,monacvalencia@gmail.com,807-824-2849,10/22/1938,595363169,27-Mar,"$416,280 "
204306,female,Ms.,Dawn,J,Carter,2716 Victoria Park Ave,,Toronto,ON,M2J 3T7,dawnjcarter@gmail.com,416-491-5975,2/9/1968,595910589,25-Mar,"$408,386 "
204308,female,Mrs.,Silvia,L,Hooks,199 Bay Street,,Toronto,ON,M5J 2R8,silvialhooks@gmail.com,416-821-6123,1/19/2000,595958117,23-Sep,"$408,310 "
204310,female,Ms.,Bonnie,D,Higgins,2880 Yonge Street,,Toronto,ON,M4W 1J7,bonniedhiggins@gmail.com,416-852-3960,8/10/1939,596068445,27-Jul,"$408,310 "
204312,female,Mrs.,Rebecca,C,Jantz,1292 Toy Avenue,,Oshawa,ON,L1H 7K5,rebeccacjantz@gmail.com,905-447-5756,12/8/1964,596084566,23-Jan,"$407,376 "
